,Iteration,Epsilon,Choice,Song,Reward,Q-Values,MSE
607,607,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  0.0000000e+00 -4.4703484e-08
   0.0000000e+00  0.0000000e+00  5.9604645e-08]]",7.930164385980319e-16
608,608,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  0.0000000e+00 -4.4703484e-08
   0.0000000e+00  0.0000000e+00  0.0000000e+00]]",2.854859168365003e-16
609,609,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  1.1920929e-07 -2.9802322e-08
   1.1920929e-07  0.0000000e+00  0.0000000e+00]]",4.1871269567338686e-15
610,610,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  1.1920929e-07 -1.4901161e-08
   0.0000000e+00  0.0000000e+00  0.0000000e+00]]",2.061842729766971e-15
611,611,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
612,612,0.13508517176729928,network,happy,10,"[[1.0000000e+01 0.0000000e+00 0.0000000e+00 1.1920929e-07 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",2.030122192925245e-15
613,613,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  0.0000000e+00  1.1920929e-07
   0.0000000e+00  0.0000000e+00 -1.1920929e-07]]",4.06024438585049e-15
614,614,0.13508517176729928,network,happy,10,"[[1.0000000e+01 0.0000000e+00 0.0000000e+00 1.1920929e-07 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",2.030122192925245e-15
615,615,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
616,616,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
617,617,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
618,618,0.13508517176729928,network,happy,10,"[[1.0000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1920929e-07
  0.0000000e+00 0.0000000e+00]]",2.030122192925245e-15
619,619,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
620,620,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
621,621,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
622,622,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
623,623,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
624,624,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
625,625,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
626,626,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
627,627,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
628,628,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
629,629,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
630,630,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
631,631,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
632,632,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
633,633,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
634,634,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
635,635,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
636,636,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
637,637,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
638,638,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
639,639,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
640,640,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
641,641,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
642,642,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
643,643,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
644,644,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
645,645,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
646,646,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
647,647,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
648,648,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
649,649,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
650,650,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
651,651,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
652,652,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
653,653,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
654,654,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
655,655,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
656,656,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
657,657,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
658,658,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
659,659,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
660,660,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
661,661,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
662,662,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
663,663,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
664,664,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
665,665,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
666,666,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
667,667,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
668,668,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
669,669,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
670,670,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
671,671,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
672,672,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
673,673,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
674,674,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
675,675,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
676,676,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
677,677,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
678,678,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
679,679,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
680,680,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
681,681,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
682,682,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
683,683,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
684,684,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
685,685,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
686,686,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
687,687,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
688,688,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
689,689,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
690,690,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
691,691,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
692,692,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
693,693,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
694,694,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
695,695,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
696,696,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
697,697,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
698,698,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
699,699,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
700,700,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
701,701,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
702,702,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
703,703,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
704,704,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
705,705,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
706,706,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
707,707,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
708,708,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
709,709,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
710,710,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
711,711,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
712,712,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
713,713,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
714,714,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
715,715,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
716,716,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
717,717,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
718,718,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
719,719,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
720,720,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
721,721,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
722,722,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
723,723,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
724,724,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
725,725,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
726,726,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
727,727,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
728,728,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
729,729,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
730,730,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
731,731,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
732,732,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
733,733,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
734,734,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
735,735,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
736,736,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
737,737,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
738,738,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
739,739,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
740,740,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
741,741,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
742,742,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
743,743,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
744,744,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
745,745,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
746,746,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
747,747,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
748,748,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
749,749,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
750,750,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
751,751,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
752,752,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
753,753,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
754,754,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
755,755,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
756,756,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
757,757,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
758,758,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
759,759,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
760,760,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
761,761,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
762,762,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
763,763,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
764,764,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
765,765,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
766,766,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
767,767,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
768,768,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
769,769,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
770,770,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
771,771,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
772,772,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
773,773,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
774,774,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
775,775,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
776,776,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
777,777,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
778,778,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
779,779,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
780,780,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
781,781,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
782,782,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
783,783,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
784,784,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
785,785,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
786,786,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
787,787,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
788,788,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
789,789,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
790,790,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
791,791,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
792,792,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
793,793,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
794,794,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
795,795,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
796,796,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
797,797,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
798,798,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
799,799,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
800,800,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
801,801,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
802,802,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
803,803,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
804,804,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
805,805,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
806,806,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
807,807,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
808,808,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
809,809,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
810,810,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
811,811,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
812,812,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
813,813,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
814,814,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
815,815,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
816,816,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
817,817,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
818,818,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
819,819,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
820,820,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
821,821,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
822,822,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
823,823,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
824,824,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
825,825,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
826,826,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
827,827,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
828,828,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
829,829,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
830,830,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
831,831,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
832,832,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
833,833,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
834,834,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
835,835,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
836,836,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
837,837,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
838,838,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
839,839,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
840,840,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
841,841,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
842,842,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
843,843,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
844,844,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
845,845,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
846,846,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
847,847,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
848,848,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
849,849,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
850,850,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
851,851,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
852,852,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
853,853,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
854,854,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
855,855,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
856,856,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
857,857,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
858,858,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
859,859,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
860,860,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
861,861,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
862,862,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
863,863,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
864,864,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
865,865,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
866,866,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
867,867,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
868,868,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
869,869,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
870,870,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
871,871,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
872,872,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
873,873,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
874,874,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
875,875,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
876,876,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
877,877,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
878,878,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
879,879,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
880,880,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
881,881,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
882,882,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
883,883,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
884,884,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
885,885,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
886,886,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
887,887,0.13508517176729928,network,happy,10,[[10.  0.  0.  0.  0.  0.  0.]],0.0
