,Iteration,Epsilon,Choice,Song,Reward,Q-Values,MSE
1980,1980,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08  6.5565109e-07 -1.1920929e-07
  -5.9604645e-07 -1.1920929e-07 -5.3644180e-07]]",1.584764085368548e-13
1981,1981,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08  5.9604645e-08 -1.1920929e-07
  -4.7683716e-07 -2.3841858e-07 -1.1920929e-07]]",4.631215997177342e-14
1982,1982,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01 -2.9802322e-08 -4.7683716e-07 -3.4272671e-07
   4.7683716e-07  0.0000000e+00  3.5762787e-07]]",2.3006992361587764e-13
1983,1983,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-08 -5.9604645e-08 -5.9604645e-08
   0.0000000e+00  7.1525574e-07  1.7881393e-07]]",7.879411505857734e-14
1984,1984,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.4901161e-07  5.3644180e-07  4.0233135e-07
  -2.3841858e-07 -7.1525574e-07  2.3841858e-07]]",1.5673176461099975e-13
1985,1985,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -1.1920929e-07 -2.9802322e-07  5.8114529e-07
  -4.7683716e-07  2.3841858e-07 -4.7683716e-07]]",2.659777237866423e-13
1986,1986,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-08 -1.7881393e-07 -1.3411045e-07
   7.1525574e-07 -1.1920929e-07  0.0000000e+00]]",8.237854842718662e-14
1987,1987,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  6.5565109e-07 -6.2584877e-07
   9.5367432e-07 -1.1920929e-07  3.5762787e-07]]",2.696256033111327e-13
1988,1988,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.3841858e-07 -8.9406967e-07 -8.9406967e-08
  -7.1525574e-07  8.3446503e-07 -5.9604645e-07]]",3.467702199607542e-13
1989,1989,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.7881393e-07  4.7683716e-07  2.0861626e-07
  -5.9604645e-07 -1.1920929e-06  2.3841858e-07]]",3.0515274009913773e-13
1990,1990,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  5.9604645e-08  2.3841858e-07  1.9371510e-07
  -2.3841858e-07  2.3841858e-07  1.1920929e-07]]",1.6218772744096277e-13
1991,1991,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07 -6.5565109e-07 -8.9406967e-08
   2.3841858e-07  1.0728836e-06  0.0000000e+00]]",2.3714363805993344e-13
1992,1992,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  4.1723251e-07  0.0000000e+00
   4.7683716e-07 -8.3446503e-07  4.7683716e-07]]",1.893088821553618e-13
1993,1993,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -1.4901161e-07 -5.9604645e-08  1.1920929e-07
  -1.1920929e-07 -2.3841858e-07 -4.1723251e-07]]",1.7065713534165916e-13
1994,1994,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.4901161e-07 -5.9604645e-08  1.6391277e-07
   0.0000000e+00  4.7683716e-07 -6.5565109e-07]]",1.0141094507112175e-13
1995,1995,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  4.7683716e-07 -3.1292439e-07
   3.5762787e-07 -4.7683716e-07  4.7683716e-07]]",1.3173589010016112e-13
1996,1996,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07 -7.1525574e-07 -1.3411045e-07
  -1.1920929e-07  3.5762787e-07  2.3841858e-07]]",1.0610560146435619e-13
1997,1997,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.0861626e-07  1.7881393e-07  1.4901161e-07
  -3.5762787e-07  2.3841858e-07  1.1920929e-07]]",4.23787998508722e-14
1998,1998,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  1.4901161e-07  5.9604645e-07  1.1920929e-07
  -1.1920929e-07 -5.9604645e-07 -5.9604645e-08]]",2.391737524178039e-13
1999,1999,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.3841858e-07 -9.5367432e-07 -1.4901161e-08
  -2.3841858e-07  8.3446503e-07 -6.5565109e-07]]",3.070876886113183e-13
2000,2000,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  8.9406967e-08  4.1723251e-07 -4.4703484e-08
   3.5762787e-07 -1.0728836e-06  4.7683716e-07]]",2.4148936431274415e-13
2001,2001,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-07  2.3841858e-07 -1.0430813e-07
   2.3841858e-07  7.1525574e-07  0.0000000e+00]]",1.0356794496449093e-13
2002,2002,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -2.0861626e-07 -4.7683716e-07  0.0000000e+00
  -1.1920929e-07  1.1920929e-07  5.9604645e-08]]",1.7319479184152442e-13
2003,2003,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00  1.7881393e-07  5.3644180e-07  1.3411045e-07
   0.0000000e+00 -5.9604645e-07  1.7881393e-07]]",2.33495758535443e-13
2004,2004,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  8.9406967e-08 -1.7881393e-07  1.4901161e-08
   2.3841858e-07  2.3841858e-07 -1.7881393e-07]]",1.5647800709252951e-13
2005,2005,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  2.9802322e-08 -1.7881393e-07  0.0000000e+00
   0.0000000e+00  3.5762787e-07 -4.1723251e-07]]",1.7776256269926016e-13
2006,2006,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  5.9604645e-08  2.0861626e-07
  -3.5762787e-07 -7.1525574e-07  1.1920929e-07]]",1.021405182655144e-13
2007,2007,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08 -2.3841858e-07  0.0000000e+00
  -3.5762787e-07  4.7683716e-07  1.7881393e-07]]",6.394884621840902e-14
2008,2008,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-08  4.1723251e-07 -2.0861626e-07
   3.5762787e-07  4.7683716e-07  5.3644180e-07]]",1.230761505080849e-13
2009,2009,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -2.9802322e-08  1.1920929e-07 -1.1920929e-07
   1.1920929e-07 -4.7683716e-07 -1.1920929e-07]]",1.7065713534165916e-13
2010,2010,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08 -5.9604645e-07  4.4703484e-08
   1.1920929e-07 -3.5762787e-07 -5.3644180e-07]]",1.1359167865218969e-13
2011,2011,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  4.1723251e-07 -1.4901161e-08
   1.1920929e-07  2.3841858e-07 -4.7683716e-07]]",6.75332795870183e-14
2012,2012,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.4901161e-07  2.9802322e-07 -7.4505806e-08
   1.1920929e-07 -1.1920929e-07  4.7683716e-07]]",5.319554272444939e-14
2013,2013,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08 -5.9604645e-07  1.1920929e-07
  -1.1920929e-07  4.7683716e-07  4.7683716e-07]]",1.202847364897494e-13
2014,2014,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  2.9802322e-08 -5.9604645e-08  1.1920929e-07
  -3.5762787e-07 -1.1920929e-07  5.9604645e-08]]",1.5340109553712428e-13
2015,2015,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.4901161e-07  4.7683716e-07  1.9371510e-07
  -4.7683716e-07 -3.5762787e-07 -2.9802322e-07]]",1.0445612338419105e-13
2016,2016,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.4901161e-07 -1.7881393e-07 -3.4272671e-07
   3.5762787e-07  2.3841858e-07 -2.9802322e-07]]",6.359991607798529e-14
2017,2017,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07 -1.1920929e-07 -2.3841858e-07
   4.7683716e-07  1.1920929e-07  1.7881393e-07]]",5.126058404787345e-14
2018,2018,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00  2.9802322e-08 -5.9604645e-08  2.0861626e-07
  -1.1920929e-07 -4.7683716e-07  1.7881393e-07]]",1.758593271006248e-13
2019,2019,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  3.5762787e-07  1.4901161e-07
  -1.1920929e-07  2.3841858e-07 -1.7881393e-07]]",3.8191672047105385e-14
2020,2020,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.4901161e-07 -1.1920929e-07  1.6391277e-07
   1.1920929e-07  4.7683716e-07 -1.1920929e-07]]",4.5582586777380765e-14
2021,2021,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.3841858e-07 -1.1920929e-07 -7.4505806e-08
   3.5762787e-07 -8.3446503e-07  4.1723251e-07]]",1.5355970076243175e-13
2022,2022,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08 -1.1920929e-07 -1.7881393e-07
  -4.7683716e-07  5.9604645e-07 -3.5762787e-07]]",1.0861153149814909e-13
2023,2023,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01 -5.9604645e-08  4.1723251e-07 -1.7881393e-07
  -1.1920929e-07 -1.1920929e-07 -1.1920929e-07]]",1.659624857246883e-13
2024,2024,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.0861626e-07 -2.9802322e-07 -1.4901161e-07
  -3.5762787e-07 -1.1920929e-07  5.9604645e-08]]",4.288632844033982e-14
2025,2025,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08 -1.7881393e-07 -2.9802322e-08
   2.3841858e-07 -1.1920929e-07  2.9802322e-07]]",2.867547372513782e-14
2026,2026,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-08  3.5762787e-07  3.8743019e-07
   2.3841858e-07  3.5762787e-07 -5.9604645e-08]]",6.674026701300809e-14
2027,2027,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -2.9802322e-08 -1.7881393e-07  5.8114529e-07
  -1.1920929e-07  0.0000000e+00 -5.9604645e-08]]",1.8540724511240114e-13
2028,2028,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07 -5.9604645e-08 -1.4901161e-07
   5.9604645e-07 -4.7683716e-07  2.9802322e-07]]",1.0163298967604678e-13
2029,2029,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-08 -5.9604645e-08 -4.0233135e-07
  -1.1920929e-07  3.5762787e-07 -3.5762787e-07]]",6.233109460431624e-14
2030,2030,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08  5.3644180e-07 -2.2351742e-07
  -2.3841858e-07  1.1920929e-07 -1.7881393e-07]]",6.347303731875018e-14
2031,2031,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  8.9406967e-08 -2.9802322e-07 -1.9371510e-07
  -2.3841858e-07 -3.5762787e-07  1.7881393e-07]]",1.800781745942004e-13
2032,2032,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00 -5.3644180e-07  1.1920929e-07
  -3.5762787e-07  2.3841858e-07 -5.9604645e-08]]",7.00392096208112e-14
2033,2033,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  5.9604645e-07  2.3841858e-07
   1.1920929e-07 -1.1920929e-07  1.7881393e-07]]",6.953168103134358e-14
2034,2034,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-08  0.0000000e+00  2.9802322e-07
   2.3841858e-07  3.5762787e-07  0.0000000e+00]]",3.9206732614172415e-14
2035,2035,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.4901161e-07 -4.7683716e-07  2.9802322e-08
   2.3841858e-07 -3.5762787e-07  1.1920929e-07]]",6.420261051314283e-14
2036,2036,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.3841858e-07  1.1920929e-07 -1.4901161e-07
   0.0000000e+00  1.1920929e-07 -1.7881393e-07]]",1.9920573369569365e-14
2037,2037,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -2.9802322e-08  6.5565109e-07 -7.4505806e-08
  -2.3841858e-07 -2.3841858e-07 -5.9604645e-08]]",2.0900741261407202e-13
2038,2038,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00 -2.9802322e-07 -2.5331974e-07
   2.3841858e-07  3.5762787e-07 -5.9604645e-08]]",4.875465062594876e-14
2039,2039,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.3841858e-07 -7.1525574e-07 -1.6391277e-07
   2.3841858e-07 -2.3841858e-07  2.3841858e-07]]",1.0940455084842288e-13
2040,2040,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  3.8743019e-07  8.9406967e-07  3.8743019e-07
  -1.1920929e-07 -2.3841858e-07 -5.9604645e-08]]",1.6773884256408855e-13
2041,2041,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08  0.0000000e+00  2.9802322e-07
  -3.5762787e-07  5.9604645e-07 -4.7683716e-07]]",1.1470189490055127e-13
2042,2042,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01 -8.9406967e-08 -7.1525574e-07 -2.2351742e-07
   2.3841858e-07 -3.5762787e-07  2.9802322e-07]]",2.503711485097454e-13
2043,2043,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08  1.1920929e-07 -2.6822090e-07
   1.1920929e-07 -3.5762787e-07  2.3841858e-07]]",4.187126787327279e-14
2044,2044,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -3.2782555e-07  6.5565109e-07  1.0430813e-07
  -5.9604645e-07  9.5367432e-07 -2.9802322e-07]]",2.716874305825484e-13
2045,2045,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08 -3.5762787e-07 -1.4901161e-08
  -1.1920929e-07 -4.7683716e-07  3.5762787e-07]]",7.159352185528642e-14
2046,2046,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  8.9406967e-08 -2.9802322e-07 -1.9371510e-07
   4.7683716e-07 -4.7683716e-07  2.3841858e-07]]",9.227539657938669e-14
2047,2047,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -1.1920929e-07  5.9604645e-08  3.4272671e-07
   0.0000000e+00  9.5367432e-07 -6.5565109e-07]]",3.4058471104145283e-13
2048,2048,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-07  9.5367432e-07  1.4901161e-07
   3.5762787e-07 -8.3446503e-07  1.7881393e-07]]",2.681030039902027e-13
2049,2049,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  8.9406967e-08 -1.1920929e-06 -2.9802322e-08
   1.1920929e-07  0.0000000e+00 -1.7881393e-07]]",2.1087893529916218e-13
2050,2050,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08  1.7881393e-07 -2.2351742e-07
  -3.5762787e-07  5.9604645e-07  1.1920929e-07]]",8.326672684688674e-14
2051,2051,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  8.9406967e-08  7.7486038e-07 -1.0430813e-07
  -1.1920929e-07 -2.3841858e-07  2.3841858e-07]]",2.3666783593653817e-13
2052,2052,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07 -5.3644180e-07 -5.9604645e-08
  -5.9604645e-07  0.0000000e+00 -5.9604645e-08]]",9.49082053724147e-14
2053,2053,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08 -5.3644180e-07  1.4901161e-08
   1.1920929e-07  0.0000000e+00 -1.1920929e-07]]",4.6343879661582196e-14
2054,2054,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00  8.3446503e-07 -2.9802322e-08
   8.3446503e-07 -3.5762787e-07  2.3841858e-07]]",2.254704398445967e-13
2055,2055,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-07  5.9604645e-08  4.6193600e-07
  -1.1920929e-07  8.3446503e-07 -4.7683716e-07]]",1.776674104060974e-13
2056,2056,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08 -6.5565109e-07  1.0430813e-07
  -3.5762787e-07 -7.1525574e-07  1.7881393e-07]]",1.6003072077133002e-13
2057,2057,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00  1.4901161e-07  1.7881393e-07 -1.1920929e-07
  -1.1920929e-07 -3.5762787e-07  4.1723251e-07]]",1.8486799005686116e-13
2058,2058,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.0861626e-07  4.7683716e-07 -3.8743019e-07
   3.5762787e-07  1.1920929e-06  0.0000000e+00]]",2.814256802857046e-13
2059,2059,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07 -3.5762787e-07 -1.9371510e-07
   3.5762787e-07 -3.5762787e-07 -5.9604645e-08]]",6.271173765828517e-14
2060,2060,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08 -1.1920929e-07  3.5762787e-07
  -4.7683716e-07 -1.0728836e-06 -4.7683716e-07]]",2.502125568369651e-13
2061,2061,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -8.9406967e-08  1.7881393e-07  1.1920929e-07
  -3.5762787e-07  9.5367432e-07 -5.3644180e-07]]",1.9704873041419269e-13
2062,2062,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.0861626e-07  2.3841858e-07 -3.4272671e-07
   7.1525574e-07  0.0000000e+00  8.3446503e-07]]",2.0367834209587127e-13
2063,2063,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00 -3.5762787e-07 -1.3411045e-07
   1.1920929e-07 -3.5762787e-07  5.9604645e-07]]",9.189474674915418e-14
2064,2064,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -3.8743019e-07 -2.3841858e-07  4.0233135e-07
  -7.1525574e-07  5.9604645e-07 -7.1525574e-07]]",2.496098488492804e-13
2065,2065,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  0.0000000e+00  1.0132790e-06  5.9604645e-08
   0.0000000e+00 -9.5367432e-07 -1.7881393e-07]]",4.1160724459886333e-13
2066,2066,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07 -1.0728836e-06 -4.4703484e-08
   1.1920929e-07  5.9604645e-07 -1.1920929e-07]]",2.215687892491089e-13
2067,2067,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07 -1.1920929e-07 -8.9406967e-08
   3.5762787e-07  2.3841858e-07  5.3644180e-07]]",7.270374487991157e-14
2068,2068,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.7881393e-07  1.3113022e-06  1.1920929e-07
  -2.3841858e-07 -4.7683716e-07  2.3841858e-07]]",3.0096560551910734e-13
2069,2069,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.3841858e-07 -1.3113022e-06 -1.4901161e-08
  -5.9604645e-07  4.7683716e-07 -5.3644180e-07]]",3.781419621873283e-13
2070,2070,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  8.9406967e-08  2.3841858e-07 -2.0861626e-07
   4.7683716e-07 -4.7683716e-07  1.7881393e-07]]",8.501136399647821e-14
2071,2071,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07  8.3446503e-07  1.4901161e-08
   4.7683716e-07  0.0000000e+00 -1.1920929e-07]]",1.3604990343942663e-13
2072,2072,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -8.9406967e-08 -7.7486038e-07  2.3841858e-07
  -4.7683716e-07  8.3446503e-07 -5.3644180e-07]]",3.980308107848912e-13
2073,2073,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.3841858e-07  5.9604645e-08 -1.6391277e-07
   2.3841858e-07 -1.4305115e-06  1.0132790e-06]]",4.596006192812696e-13
2074,2074,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07  3.5762787e-07 -1.4901161e-08
   1.1920929e-07  1.0728836e-06 -5.9604645e-08]]",1.873104807110365e-13
2075,2075,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.1920929e-07 -3.5762787e-07  4.4703484e-08
  -1.1920929e-07  3.5762787e-07 -5.3644180e-07]]",8.199789859695411e-14
2076,2076,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08  6.5565109e-07  1.6391277e-07
   0.0000000e+00 -1.4305115e-06  1.7881393e-07]]",3.6266229277472084e-13
2077,2077,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.7881393e-07 -1.0132790e-06 -1.7881393e-07
   0.0000000e+00  8.3446503e-07 -2.9802322e-07]]",2.679761252309676e-13
2078,2078,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  2.0861626e-07  5.9604645e-07 -5.9604645e-08
   2.3841858e-07  4.7683716e-07  3.5762787e-07]]",2.462791797754049e-13
2079,2079,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.4901161e-07  4.7683716e-07  4.4703484e-08
  -3.5762787e-07 -8.3446503e-07  2.3841858e-07]]",1.6180707761073027e-13
2080,2080,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.9802322e-07 -1.4305115e-06  2.2351742e-07
  -8.3446503e-07  4.7683716e-07 -4.1723251e-07]]",4.689899185152113e-13
2081,2081,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  8.9406967e-08  1.0132790e-06 -2.0861626e-07
   4.7683716e-07 -3.5762787e-07  2.9802322e-07]]",2.1747683406729557e-13
2082,2082,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08  3.5762787e-07 -1.4901161e-07
   7.1525574e-07  3.5762787e-07 -5.9604645e-08]]",1.1381371648085115e-13
2083,2083,0.13508517176729928,network,happy,10,"[[ 9.9999981e+00 -1.4901161e-07 -1.1920929e-06  1.9371510e-07
  -2.3841858e-07  2.3841858e-07 -2.9802322e-07]]",7.601855885226716e-13
2084,2084,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-07  1.1920929e-06 -1.4901161e-08
   4.7683716e-07 -1.4305115e-06  4.7683716e-07]]",5.730336994844154e-13
2085,2085,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01 -8.9406967e-08 -3.5762787e-07  1.4901161e-08
  -1.1920929e-07  1.6689301e-06 -7.7486038e-07]]",6.350792829991347e-13
2086,2086,0.13508517176729928,network,happy,10,"[[ 1.0000002e+01  2.0861626e-07 -3.5762787e-07 -1.4901161e-08
  -4.7683716e-07 -7.1525574e-07  3.5762787e-07]]",6.680687903923288e-13
2087,2087,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  0.0000000e+00 -1.7881393e-07  1.6391277e-07
  -8.3446503e-07 -1.1920929e-07  2.3841858e-07]]",1.1803256397442674e-13
2088,2088,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -1.4901161e-07  7.1525574e-07 -1.4901161e-07
  -1.1920929e-07  5.9604645e-07  2.9802322e-07]]",2.7482776796504405e-13
2089,2089,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -1.1920929e-07 -3.5762787e-07 -2.6822090e-07
   1.0728836e-06 -3.5762787e-07  5.9604645e-08]]",3.4372504842394846e-13
2090,2090,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.3841858e-07 -3.5762787e-07  5.9604645e-08
   8.3446503e-07 -2.3841858e-07 -5.9604645e-07]]",1.8524863988709367e-13
2091,2091,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-08  7.1525574e-07  3.4272671e-07
  -4.7683716e-07  1.1920929e-07 -5.3644180e-07]]",1.65613548808001e-13
2092,2092,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.3841858e-07  5.9604645e-08  2.6822090e-07
  -8.3446503e-07 -1.1920929e-07  3.5762787e-07]]",1.3868271223245465e-13
2093,2093,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  3.2782555e-07 -8.9406967e-07 -3.7252903e-07
   2.3841858e-07  2.3841858e-07  8.9406967e-07]]",2.7980791511908465e-13
2094,2094,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.0861626e-07  5.3644180e-07 -4.6193600e-07
   5.9604645e-07  2.3841858e-07  5.9604645e-08]]",1.37191839377597e-13
2095,2095,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -3.5762787e-07  4.1723251e-07  3.2782555e-07
  -5.9604645e-07  0.0000000e+00 -1.0728836e-06]]",2.736858320268737e-13
2096,2096,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.7881393e-07 -4.1723251e-07  1.4901161e-08
  -1.1920929e-07 -8.3446503e-07 -1.1920929e-07]]",1.3300471835009375e-13
2097,2097,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01 -8.9406967e-08 -5.3644180e-07 -1.0430813e-07
   3.5762787e-07  2.3841858e-07  4.1723251e-07]]",2.2499462416867427e-13
2098,2098,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  5.9604645e-08  5.9604645e-07 -2.9802322e-08
   1.1920929e-07  8.3446503e-07  4.1723251e-07]]",3.076903694939487e-13
2099,2099,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -8.9406967e-08  4.7683716e-07  3.7252903e-07
  -8.3446503e-07  0.0000000e+00  5.9604645e-08]]",2.8336062879788515e-13
2100,2100,0.13508517176729928,network,happy,10,"[[ 9.9999990e+00 -5.9604645e-08 -1.2516975e-06  7.4505806e-08
   0.0000000e+00 -1.3113022e-06 -1.1920929e-07]]",6.027241965071706e-13
2101,2101,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08  7.1525574e-07 -3.1292439e-07
   1.0728836e-06  8.3446503e-07 -4.1723251e-07]]",3.7636560534792807e-13
2102,2102,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.3841858e-07  7.1525574e-07 -2.2351742e-07
   4.7683716e-07  4.7683716e-07 -5.9604645e-08]]",1.5381347183342914e-13
2103,2103,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  1.1920929e-07 -1.1324883e-06  1.9371510e-07
  -8.3446503e-07 -8.3446503e-07  1.1920929e-07]]",3.915915172420653e-13
2104,2104,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  5.9604645e-08 -1.1920929e-07  1.3411045e-07
  -8.3446503e-07 -1.1920929e-07  1.7881393e-07]]",1.1118090768782313e-13
2105,2105,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -5.9604645e-08  1.3709068e-06 -1.4901161e-07
   4.7683716e-07  8.3446503e-07  1.1920929e-07]]",4.0615129532142746e-13
2106,2106,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -2.0861626e-07 -9.5367432e-07 -4.0233135e-07
   9.5367432e-07  0.0000000e+00  1.1920929e-07]]",2.9122735581595116e-13
2107,2107,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01 -1.7881393e-07 -3.5762787e-07  4.9173832e-07
  -3.5762787e-07 -9.5367432e-07 -4.7683716e-07]]",2.3806352939317876e-13
2108,2108,0.13508517176729928,network,happy,10,"[[ 1.0000000e+01  2.9802322e-08  1.0132790e-06  4.7683716e-07
  -4.7683716e-07  3.5762787e-07 -2.9802322e-07]]",2.427264660966044e-13
2109,2109,0.13508517176729928,network,happy,10,"[[ 1.0000001e+01  1.7881393e-07 -4.1723251e-07 -2.3841858e-07
   1.1920929e-07  4.7683716e-07  4.7683716e-07]]",2.3447910280083306e-13
